[JobA-LONGLIU-MAIN] Loaded T_target=4201.09ms from /tmp/ttarget_v5_jobA.json (preset_target=True)
[MultiComm] Loading library from /home/why/LongLiu_rebuild/current/multi_comm_slo/build/libmulti_comm.so
[MultiComm] Rank 0: active priorities = 0 1 2 3 4 5 6 (7 total)
[MultiComm] Rank 0: initializing 7 priorities across 1 devices
[MultiComm] Rank 0: waiting for TCP connections on port 29520...
[MultiComm] Rank 0: sent 7 IDs to rank 1
[MultiComm] Rank 0: created communicator for priority P0 (DSCP=40, ToS=160)
[MultiComm] Rank 0: created communicator for priority P1 (DSCP=32, ToS=128)
[MultiComm] Rank 0: created communicator for priority P2 (DSCP=24, ToS=96)
[MultiComm] Rank 0: created communicator for priority P3 (DSCP=16, ToS=64)
[MultiComm] Rank 0: created communicator for priority P4 (DSCP=0, ToS=0)
[MultiComm] Rank 0: created communicator for priority P5 (DSCP=16, ToS=64)
[MultiComm] Rank 0: created communicator for priority P6 (DSCP=8, ToS=32)
[MultiComm] Rank 0: initialization complete, starting at P6 (DSCP=8)
[MultiComm] Initialized: rank=0, world_size=2, master=192.10.10.110:29520, priority=P3
[JobA-LONGLIU-MAIN] scheduler=v1(pi), queue=SP, payload=1024MB (fixed), reverse_epoch=7 (c_i swap), num_iters=300
[JobA-LONGLIU-MAIN] Phase 1 (epoch 0-6): c_i=1.2
[JobA-LONGLIU-MAIN] Phase 2 (epoch 7-14): c_i=3.0
[JobA-LONGLIU-MAIN] GPU 0: Quadro RTX 4000, free=7.5 GB
[JobA-LONGLIU-MAIN] Warmup done.
[MultiComm] Rank 0: switching priority P6 -> P3 (DSCP 8 -> 16)
[JobA-LONGLIU-MAIN] iter  34 (epoch 1): payload=1024MB, c_i=1.2, sleep=30000us, comm=216.7ms, bw=19.82 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  35 (epoch 1): payload=1024MB, c_i=1.2, sleep=30000us, comm=195.7ms, bw=21.94 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  36 (epoch 1): payload=1024MB, c_i=1.2, sleep=30000us, comm=177.3ms, bw=24.23 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  37 (epoch 1): payload=1024MB, c_i=1.2, sleep=30000us, comm=199.2ms, bw=21.56 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  38 (epoch 1): payload=1024MB, c_i=1.2, sleep=30000us, comm=200.0ms, bw=21.47 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  39 (epoch 1): payload=1024MB, c_i=1.2, sleep=30000us, comm=195.3ms, bw=21.99 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  40 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=205.9ms, bw=20.86 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  41 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=195.2ms, bw=22.01 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  42 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=230.5ms, bw=18.63 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  43 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=223.0ms, bw=19.26 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  44 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=190.1ms, bw=22.59 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  45 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=257.8ms, bw=16.66 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  46 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=263.4ms, bw=16.30 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  47 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=339.6ms, bw=12.65 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  48 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=267.4ms, bw=16.06 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  49 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=266.4ms, bw=16.12 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  50 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=257.9ms, bw=16.65 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  51 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=315.8ms, bw=13.60 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  52 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=278.9ms, bw=15.40 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  53 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=258.1ms, bw=16.64 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  54 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=258.4ms, bw=16.62 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  55 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=266.0ms, bw=16.15 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  56 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=279.4ms, bw=15.37 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  57 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=331.2ms, bw=12.97 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  58 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=289.3ms, bw=14.85 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  59 (epoch 2): payload=1024MB, c_i=1.2, sleep=30000us, comm=341.6ms, bw=12.57 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  60 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=279.1ms, bw=15.39 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  61 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=272.2ms, bw=15.78 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  62 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=285.6ms, bw=15.04 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  63 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=315.7ms, bw=13.60 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  64 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=384.3ms, bw=11.18 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  65 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=327.0ms, bw=13.13 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  66 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=328.3ms, bw=13.08 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  67 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=266.9ms, bw=16.09 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  68 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=270.6ms, bw=15.87 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  69 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=337.4ms, bw=12.73 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  70 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=331.5ms, bw=12.96 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  71 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=270.6ms, bw=15.87 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  72 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=280.7ms, bw=15.30 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  73 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=262.7ms, bw=16.35 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  74 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=284.5ms, bw=15.10 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  75 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=262.2ms, bw=16.38 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  76 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=271.8ms, bw=15.80 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  77 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=208.9ms, bw=20.56 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  78 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=279.3ms, bw=15.37 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  79 (epoch 3): payload=1024MB, c_i=1.2, sleep=30000us, comm=241.6ms, bw=17.78 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  80 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=270.8ms, bw=15.86 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  81 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=232.7ms, bw=18.46 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  82 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=314.1ms, bw=13.67 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  83 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=280.5ms, bw=15.31 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  84 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=324.5ms, bw=13.24 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  85 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=250.1ms, bw=17.17 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  86 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=241.6ms, bw=17.78 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  87 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=270.4ms, bw=15.88 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  88 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=292.5ms, bw=14.69 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  89 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=328.7ms, bw=13.07 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  90 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=235.8ms, bw=18.22 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  91 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=242.3ms, bw=17.73 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  92 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=275.2ms, bw=15.61 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  93 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=257.4ms, bw=16.69 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  94 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=283.8ms, bw=15.13 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  95 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=261.9ms, bw=16.40 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  96 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=281.7ms, bw=15.25 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  97 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=229.0ms, bw=18.76 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  98 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=280.4ms, bw=15.32 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter  99 (epoch 4): payload=1024MB, c_i=1.2, sleep=30000us, comm=280.1ms, bw=15.33 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 100 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=292.8ms, bw=14.67 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 101 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=263.6ms, bw=16.30 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 102 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=289.8ms, bw=14.82 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 103 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=280.1ms, bw=15.33 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 104 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=249.5ms, bw=17.22 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 105 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=270.9ms, bw=15.85 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 106 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=314.8ms, bw=13.64 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 107 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=283.8ms, bw=15.13 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 108 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=276.4ms, bw=15.54 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 109 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=292.4ms, bw=14.69 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 110 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=246.0ms, bw=17.46 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 111 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=271.6ms, bw=15.81 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 112 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=275.5ms, bw=15.59 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 113 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=250.1ms, bw=17.17 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 114 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=319.8ms, bw=13.43 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 115 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=259.1ms, bw=16.58 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 116 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=262.0ms, bw=16.39 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 117 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=297.8ms, bw=14.42 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 118 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=271.0ms, bw=15.85 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 119 (epoch 5): payload=1024MB, c_i=1.2, sleep=30000us, comm=246.3ms, bw=17.44 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 120 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=263.3ms, bw=16.31 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 121 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=284.1ms, bw=15.12 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 122 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=318.3ms, bw=13.49 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 123 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=250.2ms, bw=17.16 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 124 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=233.3ms, bw=18.41 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 125 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=244.5ms, bw=17.57 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 126 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=293.9ms, bw=14.61 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 127 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=292.6ms, bw=14.68 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 128 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=236.8ms, bw=18.14 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 129 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=221.5ms, bw=19.39 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 130 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=224.3ms, bw=19.15 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 131 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=277.5ms, bw=15.48 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 132 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=298.5ms, bw=14.39 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 133 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=263.3ms, bw=16.31 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 134 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=236.6ms, bw=18.15 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 135 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=309.5ms, bw=13.88 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 136 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=264.4ms, bw=16.24 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 137 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=249.3ms, bw=17.23 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 138 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=249.3ms, bw=17.23 Gbps [phase1]
[JobA-LONGLIU-MAIN] iter 139 (epoch 6): payload=1024MB, c_i=1.2, sleep=30000us, comm=266.3ms, bw=16.13 Gbps [phase1]
[SLO] c_i updated: 1.20 → 3.00
[JobA-LONGLIU-MAIN] *** c_i SWAP at epoch 7: now c_i=3.0 ***
[JobA-LONGLIU-MAIN] iter 140 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=293.5ms, bw=14.63 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 141 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=266.0ms, bw=16.14 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 142 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=289.6ms, bw=14.83 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 143 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=292.2ms, bw=14.70 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 144 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=241.8ms, bw=17.76 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 145 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=249.3ms, bw=17.23 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 146 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=236.0ms, bw=18.20 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 147 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=237.8ms, bw=18.06 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 148 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=237.8ms, bw=18.06 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 149 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=263.4ms, bw=16.31 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 150 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=257.8ms, bw=16.66 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 151 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=315.7ms, bw=13.60 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 152 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=249.1ms, bw=17.24 Gbps [phase2]
